序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,CPC,浏览深度,跳出率,非跳出率,平均访问时长_秒,消费额_标准化,CPC_标准化,点击量_标准化,浏览深度_标准化,非跳出率_标准化,平均访问时长_标准化,CostScore,BenefitScore,成本高低,效益高低,最终类别,zero_effect,anomaly_flag,anomaly_reasons,常规评分可用,成本阈值距离,效益阈值距离,成本边界敏感,效益边界敏感,boundary_sensitive,等权CostScore,等权BenefitScore,等权最终类别,中位数最终类别,分类处理说明
263,3818,63563817,4190988310,5.74,2,9,2.87,4.5,0,1,54,0.428892215569,0.927395209581,0.211826347305,0.908682634731,0.953967065868,0.345434131737,0.678143595561,0.596119429312,高,高,重点词,False,False,,True,0.181684894607,0.104851888306,False,False,False,0.678143712575,0.60497754491,重点词,重点词,常规CRITIC+一维KMeans
264,4043,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
265,4048,63563817,4190988310,9.39,8,49,1.17375,6.125,0.5,0.5,563,0.524700598802,0.550149700599,0.504491017964,0.958083832335,0.817739520958,0.952844311377,0.537425143727,0.78674820291,高,高,重点词,False,False,,True,0.0409664427733,0.295480661904,False,False,False,0.537425149701,0.808289670659,重点词,重点词,常规CRITIC+一维KMeans
266,4126,63563817,4190988310,8.95,4,4,2.2375,1,1,0,46,0.517589820359,0.892964071856,0.354416167665,0.40119760479,0.171407185629,0.312874251497,0.705276857996,0.30542952789,高,低,问题词,False,False,,True,0.208818157042,0.185838013117,False,False,False,0.705276946108,0.309973802395,问题词,问题词,常规CRITIC+一维KMeans
267,4155,63563817,4190988310,5.39,4,6,1.3475,1.5,0.6667,0.3333,30,0.414670658683,0.651946107784,0.354416167665,0.630613772455,0.688622754491,0.241392215569,0.533308327538,0.481585819942,高,低,问题词,False,False,,True,0.036849626584,0.0096817210645,False,True,True,0.533308383234,0.478761227545,问题词,问题词,常规CRITIC+一维KMeans
268,4403,63563817,4190988310,25.77,19,160,1.35631578947,8.42105263158,0.4444,0.5556,413,0.703218562874,0.657185628743,0.678892215569,0.975299401198,0.854416167665,0.922904191617,0.680202106614,0.844687302339,高,高,重点词,False,False,,True,0.18374340566,0.353419761332,False,False,False,0.680202095808,0.857877994012,重点词,重点词,常规CRITIC+一维KMeans
269,4675,63563817,4190988310,22.54,16,61,1.40875,3.8125,0.7059,0.2941,172,0.681137724551,0.686377245509,0.644461077844,0.889221556886,0.646706586826,0.726796407186,0.6837574838,0.716339550112,高,高,重点词,False,False,,True,0.187298782846,0.225072009105,False,False,False,0.68375748503,0.726796407186,重点词,重点词,常规CRITIC+一维KMeans
270,4713,63563817,4190988310,4.68,1,7,4.68,7,0,1,278,0.382110778443,0.958083832335,0.0815868263473,0.967065868263,0.953967065868,0.854041916168,0.67009717019,0.681699836108,高,高,重点词,False,False,,True,0.173638469237,0.190432295101,False,False,False,0.670097305389,0.714165419162,重点词,重点词,常规CRITIC+一维KMeans
271,4773,63563817,4190988310,205.93,107,171,1.92457943925,1.59813084112,0.9248,0.0752,58,0.884730538922,0.861526946108,0.876497005988,0.650449101796,0.37874251497,0.363023952096,0.873128747962,0.579109361821,高,高,重点词,False,False,,True,0.376670047008,0.0878418208147,False,False,False,0.873128742515,0.567178143713,重点词,重点词,常规CRITIC+一维KMeans
272,4791,63563817,4190988310,24.87,13,116,1.91307692308,8.92307692308,0.3846,0.6154,617,0.698353293413,0.858532934132,0.605164670659,0.979790419162,0.872005988024,0.961077844311,0.778443076173,0.837379223395,高,高,重点词,False,False,,True,0.28198437522,0.346111682389,False,False,False,0.778443113772,0.854509730539,重点词,重点词,常规CRITIC+一维KMeans
273,4827,63563817,4190988310,96.36,61,207,1.57967213115,3.39344262295,0.7097,0.2903,256,0.826347305389,0.773203592814,0.837200598802,0.870508982036,0.64371257485,0.834580838323,0.799775461576,0.790876592839,高,高,重点词,False,False,,True,0.303316760623,0.299609051833,False,False,False,0.799775449102,0.796500748503,重点词,重点词,常规CRITIC+一维KMeans
274,4868,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
275,5010,63563817,4190988310,63.52,44,78,1.44363636364,1.77272727273,0.8444,0.1556,114,0.803892215569,0.709580838323,0.802769461078,0.687125748503,0.469685628743,0.57747005988,0.756736549084,0.637274375351,高,高,重点词,False,False,,True,0.26027784813,0.146006834345,False,False,False,0.756736526946,0.634262724551,重点词,重点词,常规CRITIC+一维KMeans
276,5134,63563817,4190988310,168.35,129,782,1.30503875969,6.06201550388,0.6371,0.3629,296,0.872005988024,0.630988023952,0.891467065868,0.957335329341,0.719311377246,0.86751497006,0.751497062562,0.853441954484,高,高,重点词,False,False,,True,0.255038361609,0.362174413477,False,False,False,0.751497005988,0.858907185629,重点词,重点词,常规CRITIC+一维KMeans
277,5267,63563817,4190988310,110.96,83,183,1.33686746988,2.20481927711,0.8214,0.1786,167,0.832335329341,0.64371257485,0.860778443114,0.775449101796,0.50374251497,0.718188622754,0.738023996371,0.713326980207,高,高,重点词,False,False,,True,0.241565295418,0.2220594392,False,False,False,0.738023952096,0.714539670659,重点词,重点词,常规CRITIC+一维KMeans
278,5330,63563817,4190988310,121.6,77,649,1.57922077922,8.42857142857,0.4861,0.5139,767,0.846556886228,0.77245508982,0.858158682635,0.976422155689,0.842065868263,0.982784431138,0.809506005418,0.906645904627,高,高,重点词,False,False,,True,0.313047304464,0.41537836362,False,False,False,0.809505988024,0.914857784431,重点词,重点词,常规CRITIC+一维KMeans
279,5393,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
280,5418,63563817,4190988310,15.18,8,64,1.8975,8,0.375,0.625,699,0.614895209581,0.853293413174,0.504491017964,0.97380239521,0.874251497006,0.97754491018,0.734094255418,0.811033005522,高,高,重点词,False,False,,True,0.237635554464,0.319765464515,False,False,False,0.734094311377,0.83252245509,重点词,重点词,常规CRITIC+一维KMeans
281,5592,63563817,4190988310,28.18,17,18,1.65764705882,1.05882352941,0.9375,0.0625,34,0.714071856287,0.797155688623,0.657934131737,0.514595808383,0.369760479042,0.258982035928,0.755613752953,0.460917682864,高,低,问题词,False,False,,True,0.259155051999,0.0303498581424,False,False,False,0.755613772455,0.450318113772,问题词,问题词,常规CRITIC+一维KMeans
282,5701,63563817,4190988310,25.42,17,18,1.49529411765,1.05882352941,0.7857,0.2143,191,0.701347305389,0.736526946108,0.657934131737,0.514595808383,0.549775449102,0.757859281437,0.718937117491,0.618805033322,高,高,重点词,False,False,,True,0.222478416537,0.127537492315,False,False,False,0.718937125749,0.620041167665,重点词,重点词,常规CRITIC+一维KMeans
283,5801,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
284,5812,63563817,4190988310,5.56,4,6,1.39,1.5,0.75,0.25,192,0.424401197605,0.674775449102,0.354416167665,0.630613772455,0.591317365269,0.760479041916,0.549588264583,0.567888645387,高,高,重点词,False,False,,True,0.053129563629,0.076621104381,False,False,False,0.549588323353,0.584206586826,重点词,重点词,常规CRITIC+一维KMeans
285,5840,63563817,4190988310,3.66,2,2,1.83,1,1,0,16,0.331586826347,0.841691616766,0.211826347305,0.40119760479,0.171407185629,0.195733532934,0.586639101819,0.2385232657,高,低,问题词,False,False,,True,0.0901804008658,0.252744275306,False,False,False,0.586639221557,0.245041167665,问题词,问题词,常规CRITIC+一维KMeans
286,5849,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
287,5973,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
288,6054,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
289,6082,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
290,6299,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
291,6325,63563817,4190988310,83.51,64,118,1.30484375,1.84375,0.9153,0.0847,94,0.818113772455,0.629491017964,0.842065868263,0.700973053892,0.391841317365,0.52245508982,0.723802439485,0.618404993501,高,高,重点词,False,False,,True,0.227343738532,0.127137452494,False,False,False,0.72380239521,0.614333832335,重点词,重点词,常规CRITIC+一维KMeans
292,6352,63563817,4190988310,70.17,42,269,1.67071428571,6.40476190476,0.375,0.625,387,0.809131736527,0.799401197605,0.794535928144,0.961826347305,0.874251497006,0.910179640719,0.80426646935,0.878004263387,高,高,重点词,False,False,,True,0.307807768396,0.38673672238,False,False,False,0.804266467066,0.885198353293,重点词,重点词,常规CRITIC+一维KMeans
293,6364,63563817,4190988310,0.9,1,1,0.9,1,1,0,7,0.0886976047904,0.343562874251,0.0815868263473,0.40119760479,0.171407185629,0.150074850299,0.216130179696,0.190759934803,低,低,潜力词,False,False,,True,0.280328521257,0.300507606203,False,False,False,0.216130239521,0.201066616766,潜力词,潜力词,常规CRITIC+一维KMeans
294,6604,63563817,4190988310,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
295,1048,495403620,8878077181,1263.59,2840,29775,0.444926056338,10.4841549296,0.082,0.918,670,0.929640718563,0.0711077844311,0.972305389222,0.986526946108,0.905688622754,0.970808383234,0.500374453021,0.956826983586,高,高,重点词,False,False,,True,0.00391575206784,0.465559442579,True,False,True,0.500374251497,0.958832335329,重点词,黄金词,常规CRITIC+一维KMeans
296,1607,495403620,8878077181,1149.42,805,8194,1.42785093168,10.1788819876,0.0958,0.9042,710,0.925898203593,0.699850299401,0.945359281437,0.985778443114,0.904191616766,0.978293413174,0.812874304557,0.950056273315,高,高,重点词,False,False,,True,0.316415603604,0.458788732308,False,False,False,0.812874251497,0.953405688623,重点词,重点词,常规CRITIC+一维KMeans
297,3989,495403620,8878077181,75197.1,124758,1230619,0.602743711826,9.86404879847,0.0814,0.9186,631,0.997754491018,0.13248502994,1,0.984281437126,0.906437125749,0.964071856287,0.565119963585,0.963120354899,高,高,重点词,False,False,,True,0.0686612626311,0.471852813893,False,False,False,0.565119760479,0.96369760479,重点词,重点词,常规CRITIC+一维KMeans
298,5778,495403620,8878077181,46615.59,40349,425786,1.1553096731,10.5525787504,0.0839,0.9161,653,0.994760479042,0.537425149701,0.997005988024,0.987275449102,0.90494011976,0.968562874251,0.766092921722,0.963470480472,高,高,重点词,False,False,,True,0.269634220768,0.472202939465,False,False,False,0.766092814371,0.964446107784,重点词,重点词,常规CRITIC+一维KMeans
299,2,495403620,9628223555,14.89,12,9,1.24083333333,0.75,0.8333,0.1667,86,0.608532934132,0.581586826347,0.585703592814,0.197604790419,0.487275449102,0.495883233533,0.595059886565,0.454602780663,高,低,问题词,False,False,,True,0.098601185611,0.0366647603439,False,False,False,0.59505988024,0.441616766467,问题词,问题词,常规CRITIC+一维KMeans
300,6,495403620,9628223555,4.69,3,2,1.56333333333,0.666666666667,1,0,72,0.383233532934,0.765718562874,0.294161676647,0.161676646707,0.171407185629,0.436377245509,0.574475958123,0.262602185119,高,低,问题词,False,False,,True,0.0780172571694,0.228665355888,False,False,False,0.574476047904,0.265905688623,问题词,问题词,常规CRITIC+一维KMeans
301,14,495403620,9628223555,1.48,2,1,0.74,0.5,1,0,1,0.162799401198,0.205838323353,0.211826347305,0.109281437126,0.171407185629,0.0737275449102,0.184318852173,0.148349365283,低,低,潜力词,False,False,,True,0.312139848781,0.342918175724,False,False,False,0.184318862275,0.141560628743,潜力词,潜力词,常规CRITIC+一维KMeans
302,31,495403620,9628223555,0.83,1,0,0.83,0,0,1,0,0.0770958083832,0.283308383234,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.180202047404,0.297623280957,低,低,潜力词,False,False,,True,0.31625665355,0.193644260049,False,False,False,0.180202095808,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
303,33,495403620,9628223555,20.07,21,20,0.955714285714,0.952380952381,0.9375,0.0625,40,0.663547904192,0.392215568862,0.692739520958,0.291541916168,0.369760479042,0.279191616766,0.527881800217,0.426810128727,高,低,问题词,False,False,,True,0.0314230992635,0.0644574122798,False,False,False,0.527881736527,0.408308383234,问题词,问题词,常规CRITIC+一维KMeans
304,55,495403620,9628223555,0.9,1,1,0.9,1,1,0,120,0.0886976047904,0.343562874251,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.216130179696,0.292076747393,低,低,潜力词,False,False,,True,0.280328521257,0.199190793613,False,False,False,0.216130239521,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
305,57,495403620,9628223555,5.02,6,2,0.836666666667,0.333333333333,1,0,2,0.395958083832,0.287050898204,0.440119760479,0.0774700598802,0.171407185629,0.0943113772455,0.341504516582,0.212201679163,低,低,潜力词,False,False,,True,0.154954184372,0.279065861843,False,False,False,0.341504491018,0.195827095808,潜力词,潜力词,常规CRITIC+一维KMeans
306,62,495403620,9628223555,5.88,7,10,0.84,1.42857142857,0.8333,0.1667,372,0.436377245509,0.291167664671,0.47380239521,0.609655688623,0.487275449102,0.904191616766,0.363772489175,0.600764074387,低,高,黄金词,False,False,,True,0.132686211779,0.10949653338,False,False,False,0.36377245509,0.618731287425,黄金词,黄金词,常规CRITIC+一维KMeans
307,104,495403620,9628223555,210.57,164,201,1.28396341463,1.2256097561,0.8636,0.1364,64,0.885479041916,0.613023952096,0.901571856287,0.560628742515,0.447979041916,0.40494011976,0.74925156096,0.594907617481,高,高,重点词,False,False,,True,0.252792860006,0.103640076474,False,False,False,0.749251497006,0.57877994012,重点词,重点词,常规CRITIC+一维KMeans
308,149,495403620,9628223555,1.23,1,1,1.23,1,1,0,120,0.126122754491,0.575973053892,0.0815868263473,0.40119760479,0.171407185629,0.615643712575,0.351047798598,0.292076747393,低,低,潜力词,False,False,,True,0.145410902356,0.199190793613,False,False,False,0.351047904192,0.317458832335,潜力词,潜力词,常规CRITIC+一维KMeans
309,151,495403620,9628223555,48.47,39,46,1.24282051282,1.17948717949,0.875,0.125,73,0.778443113772,0.582335329341,0.78255988024,0.547904191617,0.439371257485,0.442365269461,0.680389267589,0.563354154445,高,高,重点词,False,False,,True,0.183930566636,0.072086613439,False,False,False,0.680389221557,0.553050149701,重点词,重点词,常规CRITIC+一维KMeans
310,154,495403620,9628223555,50.67,71,55,0.713661971831,0.774647887324,0.9615,0.0385,94,0.783682634731,0.190119760479,0.850299401198,0.211826347305,0.351047904192,0.52245508982,0.486901336933,0.50301008497,低,高,黄金词,False,False,,True,0.00955736402111,0.0117425439635,True,True,True,0.486901197605,0.483907185629,潜力词,潜力词,常规CRITIC+一维KMeans
311,155,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
312,164,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
313,175,495403620,9628223555,6.73,4,2,1.6825,0.5,1,0,10,0.466317365269,0.803143712575,0.354416167665,0.109281437126,0.171407185629,0.169161676647,0.634730459859,0.210531853252,高,低,问题词,False,False,,True,0.138271758905,0.280735687754,False,False,False,0.634730538922,0.201066616766,问题词,问题词,常规CRITIC+一维KMeans
314,190,495403620,9628223555,4.14,3,2,1.38,0.666666666667,1,0,21,0.35628742515,0.669535928144,0.294161676647,0.161676646707,0.171407185629,0.208083832335,0.512911603118,0.212921111421,高,低,问题词,False,False,,True,0.0164529021639,0.278346429586,False,False,False,0.512911676647,0.208832335329,问题词,问题词,常规CRITIC+一维KMeans
315,217,495403620,9628223555,27.42,13,10,2.10923076923,0.769230769231,0.8333,0.1667,73,0.709580838323,0.883982035928,0.605164670659,0.208832335329,0.487275449102,0.442365269461,0.796781396188,0.451055601253,高,低,问题词,False,False,,True,0.300322695235,0.0402119397531,False,False,False,0.796781437126,0.435909431138,问题词,问题词,常规CRITIC+一维KMeans
316,235,495403620,9628223555,46.26,36,60,1.285,1.66666666667,0.7667,0.2333,161,0.776946107784,0.614520958084,0.773952095808,0.663547904192,0.565119760479,0.710329341317,0.69573357106,0.678826386452,高,高,重点词,False,False,,True,0.199274870107,0.187558845445,False,False,False,0.695733532934,0.678237275449,重点词,重点词,常规CRITIC+一维KMeans
317,255,495403620,9628223555,30.98,17,33,1.82235294118,1.94117647059,0.8571,0.1429,42,0.724550898204,0.839820359281,0.657934131737,0.722305389222,0.457709580838,0.288547904192,0.782185601685,0.53671904415,高,高,重点词,False,False,,True,0.285726900732,0.0454515031437,False,False,False,0.782185628743,0.531624251497,重点词,重点词,常规CRITIC+一维KMeans
318,267,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
319,270,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
320,282,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
321,303,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
322,306,495403620,9628223555,0.65,2,2,0.325,1,0,1,40,0.0561377245509,0.0441616766467,0.211826347305,0.40119760479,0.953967065868,0.279191616766,0.05014970341,0.471097580239,低,低,潜力词,False,False,,True,0.446308997544,0.0201699607678,False,False,False,0.0501497005988,0.461545658683,潜力词,潜力词,常规CRITIC+一维KMeans
323,338,495403620,9628223555,19.59,13,13,1.50692307692,1,0.9,0.1,49,0.659431137725,0.74625748503,0.605164670659,0.40119760479,0.41130239521,0.324850299401,0.702844290996,0.446592286802,高,低,问题词,False,False,,True,0.206385590043,0.0446752542044,False,False,False,0.702844311377,0.435628742515,问题词,问题词,常规CRITIC+一维KMeans
324,391,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
325,400,495403620,9628223555,79.42,60,80,1.32366666667,1.33333333333,0.9057,0.0943,76,0.815868263473,0.638473053892,0.835703592814,0.590194610778,0.403817365269,0.452844311377,0.727170700323,0.580545633579,高,高,重点词,False,False,,True,0.230711999369,0.0892780925722,False,False,False,0.727170658683,0.57063997006,重点词,重点词,常规CRITIC+一维KMeans
326,427,495403620,9628223555,14.62,9,7,1.62444444444,0.777777777778,1,0,3,0.604416167665,0.789670658683,0.53255988024,0.213323353293,0.171407185629,0.112275449102,0.697043369689,0.27256874619,高,低,问题词,False,False,,True,0.200584668735,0.218698794816,False,False,False,0.697043413174,0.257391467066,问题词,问题词,常规CRITIC+一维KMeans
327,432,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
328,433,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
329,438,495403620,9628223555,10.63,35,8,0.303714285714,0.228571428571,0.8571,0.1429,133,0.546407185629,0.0359281437126,0.769461077844,0.063622754491,0.457709580838,0.665793413174,0.291167784496,0.507647507129,低,高,黄金词,False,False,,True,0.205290916458,0.0163799661225,False,True,True,0.291167664671,0.489146706587,潜力词,潜力词,常规CRITIC+一维KMeans
330,444,495403620,9628223555,11427.64,6746,61262,1.69398754818,9.08123332345,0.1014,0.8986,598,0.982035928144,0.807634730539,0.98502994012,0.982035928144,0.903443113772,0.960329341317,0.894835370279,0.956648234626,高,高,重点词,False,False,,True,0.398376669325,0.46538069362,False,False,False,0.894835329341,0.957709580838,重点词,重点词,常规CRITIC+一维KMeans
331,457,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
332,469,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
333,510,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
334,523,495403620,9628223555,9.83,10,24,0.983,2.4,0.75,0.25,298,0.531062874251,0.413173652695,0.55127245509,0.792664670659,0.591317365269,0.869386227545,0.472118291145,0.684083368842,低,高,黄金词,False,False,,True,0.0243404098083,0.192815827835,False,False,False,0.472118263473,0.701160179641,黄金词,黄金词,常规CRITIC+一维KMeans
335,524,495403620,9628223555,8.95,6,14,1.49166666667,2.33333333333,0.8,0.2,176,0.517589820359,0.735778443114,0.440119760479,0.787050898204,0.529565868263,0.735404191617,0.626684080521,0.604500087792,高,高,重点词,False,False,,True,0.130225379567,0.113232546785,False,False,False,0.626684131737,0.623035179641,重点词,重点词,常规CRITIC+一维KMeans
336,528,495403620,9628223555,1.27,1,0,1.27,0,0,1,0,0.133233532934,0.603293413174,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.368263362716,0.297623280957,低,低,潜力词,False,False,,True,0.128195338237,0.193644260049,False,False,False,0.368263473054,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
337,546,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
338,552,495403620,9628223555,0.94,1,1,0.94,1,1,0,1,0.0965568862275,0.377619760479,0.0815868263473,0.40119760479,0.171407185629,0.0737275449102,0.237088257379,0.174145280648,低,低,潜力词,False,False,,True,0.259370443575,0.317122260358,False,False,False,0.237088323353,0.181979790419,潜力词,潜力词,常规CRITIC+一维KMeans
339,570,495403620,9628223555,4.51,4,2,1.1275,0.5,1,0,62,0.373128742515,0.517964071856,0.354416167665,0.109281437126,0.171407185629,0.388098802395,0.445546373188,0.258176817372,低,低,潜力词,False,False,,True,0.0509123277654,0.233090723634,False,False,False,0.445546407186,0.255800898204,潜力词,潜力词,常规CRITIC+一维KMeans
340,608,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
341,609,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
342,646,495403620,9628223555,4.58,6,4,0.763333333333,0.666666666667,1,0,96,0.375748502994,0.225299401198,0.440119760479,0.161676646707,0.171407185629,0.531437125749,0.300523987411,0.325681516192,低,低,潜力词,False,False,,True,0.195934713543,0.165586024815,False,False,False,0.300523952096,0.326160179641,潜力词,潜力词,常规CRITIC+一维KMeans
343,652,495403620,9628223555,2.01,4,7,0.5025,1.75,0.5,0.5,63,0.226796407186,0.0943113772455,0.354416167665,0.680389221557,0.817739520958,0.39745508982,0.160553923314,0.561773147968,低,高,黄金词,False,False,,True,0.33590477764,0.070505606962,False,False,False,0.160553892216,0.5625,黄金词,黄金词,常规CRITIC+一维KMeans
344,665,495403620,9628223555,893.04,602,734,1.4834551495,1.21926910299,0.7539,0.2461,174,0.919161676647,0.732035928144,0.937125748503,0.558383233533,0.571107784431,0.73128742515,0.825598846319,0.709499909008,高,高,重点词,False,False,,True,0.329140145366,0.218232368002,False,False,False,0.825598802395,0.699476047904,重点词,重点词,常规CRITIC+一维KMeans
345,700,495403620,9628223555,111.9,117,191,0.95641025641,1.63247863248,0.6778,0.3222,186,0.834580838323,0.392964071856,0.885104790419,0.657185628743,0.667664670659,0.747754491018,0.613772558751,0.745963757154,高,高,重点词,False,False,,True,0.117313857797,0.254696216148,False,False,False,0.61377245509,0.73942739521,重点词,重点词,常规CRITIC+一维KMeans
346,703,495403620,9628223555,1.38,1,1,1.38,1,1,0,6,0.149700598802,0.669535928144,0.0815868263473,0.40119760479,0.171407185629,0.141467065868,0.409618141451,0.188886713991,低,低,潜力词,False,False,,True,0.0868405595021,0.302380827015,False,False,False,0.409618263473,0.198914670659,潜力词,潜力词,常规CRITIC+一维KMeans
347,711,495403620,9628223555,0.81,1,0,0.81,0,0,1,0,0.0744760479042,0.259356287425,0.0815868263473,0.0265718562874,0.953967065868,0.0310628742515,0.166916124268,0.297623280957,低,低,潜力词,False,False,,True,0.329542576686,0.193644260049,False,False,False,0.166916167665,0.273297155689,潜力词,潜力词,常规CRITIC+一维KMeans
348,734,495403620,9628223555,1.77,1,1,1.77,1,1,0,44,0.192739520958,0.825598802395,0.0815868263473,0.40119760479,0.171407185629,0.300898203593,0.509169013125,0.223582021197,高,低,问题词,False,False,,True,0.0127103121712,0.26768551981,True,False,True,0.509169161677,0.23877245509,问题词,问题词,常规CRITIC+一维KMeans
349,751,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
350,752,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
351,755,495403620,9628223555,5.73,7,13,0.818571428571,1.85714285714,0.8333,0.1667,235,0.428143712575,0.266467065868,0.47380239521,0.706961077844,0.487275449102,0.811002994012,0.347305427172,0.601692100166,低,高,黄金词,False,False,,True,0.149153273782,0.11042455916,False,False,False,0.347305389222,0.619760479042,黄金词,黄金词,常规CRITIC+一维KMeans
352,763,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
353,856,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
354,859,495403620,9628223555,32.11,16,41,2.006875,2.5625,0.6364,0.3636,626,0.728293413174,0.873502994012,0.644461077844,0.812874251497,0.723428143713,0.962574850299,0.800898169508,0.772030447287,高,高,重点词,False,False,,True,0.304439468554,0.280762906281,False,False,False,0.800898203593,0.785834580838,重点词,重点词,常规CRITIC+一维KMeans
355,874,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
356,875,495403620,9628223555,1047.58,1054,1220,0.993908918406,1.15749525617,0.8092,0.1908,149,0.923652694611,0.427395209581,0.952844311377,0.539670658683,0.517964071856,0.69124251497,0.675524068583,0.686711549017,高,高,重点词,False,False,,True,0.179065367629,0.195444008011,False,False,False,0.675523952096,0.675430389222,重点词,重点词,常规CRITIC+一维KMeans
357,904,495403620,9628223555,0,0,0,,,,,,,,,,,,,,,,无效词,True,False,,False,,,False,False,False,,,无效词,无效词,结构性无成本无效益，先行归为无效词
358,909,495403620,9628223555,5.4,2,0,2.7,0,0,1,0,0.415419161677,0.919161676647,0.211826347305,0.0265718562874,0.953967065868,0.0310628742515,0.667290300918,0.335450397115,高,低,问题词,False,False,,True,0.170831599964,0.155817143892,False,False,False,0.667290419162,0.305857035928,问题词,问题词,常规CRITIC+一维KMeans
